Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
United Arab Emirates,ARE,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,,,,,,,,,,,,,,,100.5768738,97.15730286,82.0402298,79.34557343,73.41104889,62.02729034,65.28067017,66.35179901,95.00865936,92.43845367,98.32965851,101.9957809,100.4025726,104.474823,106.9822388,107.8353577,108.4645386,103.5035324,100.9230804,98.18373108,98.13327789,104.2206726,97.09329224,92.57718658,88.55967712,,,,,,,,,106.9136429,,105.4654312,105.2985229,108.1895523,106.5323715,102.4187012,106.3043671,100.0816727,134.0606995,
United Arab Emirates,ARE,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,,,,,,,,,,,,,,,86.74517822,83.33332825,81.71214294,77.58331299,73.60105896,62.72750854,65.235672,64.77098846,93.66802979,88.89595795,94.91847992,95.603508,95.98529053,98.75901031,100.8054886,103.1369781,105.1852188,100.6686096,99.90821075,99.42098999,97.72200775,101.1381836,98.08216858,90.54544067,87.44447327,,,,,,,,,106.048111,,106.4839935,105.2609482,107.3326263,106.6812363,103.1090469,107.4500122,99.84217834,121.035881,
United Arab Emirates,ARE,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,,,,,,,,,,,,93.24581909,102.0498505,100.1945496,94.32778931,91.06330109,98.009758,100.7733612,98.05238342,92.97424316,91.07112122,88.94399261,93.01785278,93.60980988,94.34237671,94.10751343,94.23136902,96.28462982,99.95378113,104.7792282,108.4820328,108.5163193,103.0673065,99.55770111,99.95028687,100.893013,97.62039948,93.76878357,90.04463196,,,,,,,,,101.5379486,,94.73680878,96.91812897,98.48136902,101.0200424,99.2128067,103.5692673,112.8136673,112.782608,
United Arab Emirates,ARE,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,63.15148926,67.03761292,72.53795624,74.41964722,75.73465729,87.87271881,94.50901794,94.49466705,91.66844177,88.86824036,84.93740845,88.83802795,89.33020782,89.9928894,89.63082123,91.24152374,92.22077942,94.75913239,99.14167023,103.1633301,104.2987289,99.98114014,98.12705231,98.28137207,98.82303619,96.29737854,92.01274872,89.08808899,,,,,,,,,101.5371017,,96.0313797,98.92095184,97.71885681,101.9163437,101.6023788,106.3158417,114.3217773,108.8819809,
United Arab Emirates,ARE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,79.04112244,85.05029297,86.68031311,84.63131714,83.64486694,93.13365173,97.75495911,96.34493256,92.34906769,90.01017761,86.98345184,90.97966766,91.51719666,92.20459747,91.90293121,92.76650238,94.27232361,97.36956024,101.9764633,105.8495865,106.4434128,101.5610733,98.8632431,99.1427002,99.89160156,96.97933197,92.91673279,89.58151245,,,,,,,,,101.5375366,,95.35585022,97.88105774,98.10903168,101.4537277,100.3631897,104.8940582,113.5465088,110.8716202,
United Arab Emirates,ARE,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,,,,,,,,,,27.30644989,23.6899395,19.63619041,17.17655945,14.75210953,16.36070061,15.67131042,16.04641914,16.23311996,16.25984955,16.33794022,21.48345947,21.77902031,24.01022911,24.19610023,24.84485054,24.3578701,24.96813965,18.34668922,18.08003044,18.28038025,17.63253975,17.10680962,17.02466965,16.99967957,16.53583908,16.07065964,15.85781956,16.01551056,16.14707947,15.94764996,15.27715969,15.21595001,15.0021801,15.23077011,15.47686958,17.19021988,,15.60015965,16.83357048,17.03396988,18.1835804,16.06863976,18.93254089,23.6179409,24.52277946,
United Arab Emirates,ARE,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,,,,,,,,,,,,37.71184921,38.27019119,40.8919487,42.82917023,43.81914139,45.38471985,46.5839119,47.07118988,47.52365112,47.55064011,47.7820282,47.61442184,47.7289505,47.97121048,48.02832031,48.18931961,48.43983078,48.41405106,48.33399963,48.23785019,48.15879059,48.04682159,48.18027115,47.96960068,47.86046982,48.11455154,48.04919815,48.14907837,48.02909851,47.85533905,47.97822189,48.05559921,48.27999115,48.34251022,48.49451828,48.54753876,48.51390839,,48.15678024,48.58966064,48.63684082,48.6073494,48.73609161,48.88816833,48.9254303,48.11265945,
United Arab Emirates,ARE,"Primary education, pupils",SE.PRM.ENRL,,,,,,,,,,,,22009,26130,30495,34731,40229,52207,60742,67058,72627,80470,88617,103937,115211,126726,137700,152125,165463,180270,197869,215532,228980,231674,238469,251182,262628,260919,259509,262653,270486,273144,280248,285744,248370,254602,262807,272331,284034,,304250,326588,334956,364017,376649,409776,460975,467723,
United Arab Emirates,ARE,"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
United Arab Emirates,ARE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.45433044,,,,,,,,,,,,
United Arab Emirates,ARE,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.19573975,,,,,,,,,,,,
United Arab Emirates,ARE,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.36446381,,,,,,,,,,,,
United Arab Emirates,ARE,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,39.08800125,41.20806885,48.78445816,55.89371109,59.73070908,64.61904907,66.98539734,71.11978149,80.47975922,79.88307953,76.88124084,73.02931976,74.63995361,75.08940125,73.46869659,80.83627319,89.60273743,96.03875732,94.51808167,92.03414154,90.80233002,88.81562805,84.85301208,86.83647156,84.43131256,83.09340668,79.81954193,76.23123932,80.13654327,,,,,97.16235352,,84.88686371,84.48626709,87.35031128,95.0061264,96.98741913,100.7422104,105.1860886,,
United Arab Emirates,ARE,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,44.66353989,41.74546814,52.44329834,59.05461121,63.54290009,67.20304108,67.5786972,72.22473145,84.0704422,82.30518341,77.42463684,74.49980164,73.44412994,73.21060181,72.58075714,81.4376297,91.55055237,98.03141785,95.57762909,92.27754211,90.34715271,88.42571259,84.26815033,86.16940308,83.29477692,81.27864838,78.24046326,74.53135681,80.97097778,,,,,96.39903259,,83.55467987,81.8990097,86.83659363,95.38652039,95.71463776,98.67778778,103.4781876,,
United Arab Emirates,ARE,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,32.60552979,40.58380127,44.55847168,52.38438034,55.53622055,61.7428093,66.32334137,69.93199158,76.72293091,77.38466644,76.31994629,71.49298096,75.90428925,77.06147003,74.39295197,80.22073364,87.6442337,94.04154968,93.44091034,91.78279877,91.28343964,89.23638916,85.48654175,87.54389191,85.63764191,85.06304169,81.57958221,78.14829254,79.25968933,,,,,97.95420837,,86.38227844,87.40411377,87.89884186,94.60485077,98.34944153,102.9912262,107.0346603,,
United Arab Emirates,ARE,Primary school starting age (years),SE.PRM.AGES,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
United Arab Emirates,ARE,Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.25712967,,68.89732361,61.29695892,,49.73920822,50.16918945,,100,,100,100,100,100,100,100,100,100,
United Arab Emirates,ARE,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42857361,,,80,,14.28571033,80,,100,,100,100,100,100,100,100,100,100,
United Arab Emirates,ARE,"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.23254013,,,61.24871063,,49.79814911,50.10174179,,100,,100,100,100,100,100,100,100,100,
United Arab Emirates,ARE,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,,,,,,,,,,,,,,22.70248985,,,30.58901024,31.10289955,31.59531975,26.76011086,33.28091049,38.26882172,47.50139999,55.17528915,51.24335861,52.17232895,51.79991913,51.99423981,55.76615143,58.91667175,58.6009407,54.50999832,55.15196991,57.46144104,61.03010178,61.23318863,60.84468079,57.62678146,59.18825912,61.72064972,60.94778824,59.95843124,66.44220734,74.89212036,79.85720062,81.92912292,80.63912201,87.0112915,,86.72248077,86.58106232,87.13298798,82.59493256,82.8733902,90.74572754,82.88928223,78.86351776,
United Arab Emirates,ARE,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,,,,,,,,,,,,,,20.38456917,,,33.51113892,30.0501194,28.69025993,24.11334991,30.17233086,33.85417175,46.10018158,51.48886871,46.84909821,45.85552979,47.96271133,49.47034073,51.31031036,54.40089035,55.37741089,53.1570282,53.98960876,55.49147034,58.12540054,58.73015976,58.0961113,55.67277145,57.21836853,59.95372009,59.0782814,59.42718887,65.10192108,70.77204895,74.95332336,78.13484955,79.71729279,84.79409027,,86.08473969,86.60913086,85.85913086,82.49810791,84.18343353,91.19361877,83.38529205,84.96205902,
United Arab Emirates,ARE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,21.52997017,25.23023033,21.29249954,32.01937103,30.58901978,30.18577957,25.48139,31.77514076,36.10599899,46.8179512,53.36828995,49.07360077,49.04776001,49.91741943,50.74232864,53.55654144,56.69440842,57.0300293,53.85583878,54.58955002,56.5054512,59.61505127,60.01063156,59.50450134,56.67185974,58.22378159,60.85506821,60.03337097,59.69969177,65.77970123,72.83570099,77.40705872,80.05438232,80.19333649,85.92841339,,86.41251373,86.59471893,86.50788116,82.54799652,83.5062027,90.96269226,83.130867,81.85080719,
United Arab Emirates,ARE,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,,,,,,,,,,,,,,24.81818008,,18.78722954,,,,,,,,,,,,,,22.40069962,21.67219925,20.73557091,20.66723061,20.14950943,20.13261032,19.55232048,19.87340927,17.88553047,18.23456955,18.54966927,18.61849976,18.35519028,18.19403076,19.29611015,18.49217987,18.66297913,18.30117035,20.78976059,,18.16437912,18.53157997,17.76771927,16.78486061,15.73945045,18.77004051,23.35983086,29.2732296,
United Arab Emirates,ARE,"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
United Arab Emirates,ARE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,1.754500031,1.874770045,2.019049883,2.020780087,2.087490082,1.877730012,1.718490005,2.109280109,1.933009982,2.131469965,2.577680111,3.363320112,3.937920094,4.180749893,5.40583992,4.013800144,,,,,,,,,,,,,,2.852839947,2.869199991,2.871649981,2.794440031,2.373140097,2.449909925,2.323740005,2.247950077,2.136460066,1.993020058,
United Arab Emirates,ARE,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,,,,,,,,,,,,,,0.591769993,0.894020021,0.912100017,0.821020007,0.92711997,1.037230015,0.986859977,0.955780029,0.898570001,0.958029985,0.943780005,0.922810018,0.93305999,0.952870011,1.079939961,1.152680039,1.187860012,1.192149997,1.168879986,1.156469941,1.12638998,1.087049961,1.053830028,,1.102769971,1.122380018,,,,,,,,,,,,,,,,,,0.942719996,
United Arab Emirates,ARE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,0.820850015,0.918120027,0.927100003,0.938489974,1.009719968,1.044639945,1.026049972,0.988810003,0.946590006,0.96408999,0.957000017,0.946850002,0.94648999,0.96280998,1.003399968,1.024860024,1.036659956,1.03986001,1.036219954,1.036640048,1.035740018,1.019870043,1.005749941,,1.031319976,1.044989944,,,,,,,,,,,,,,,,,,0.952809989,
United Arab Emirates,ARE,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,0.677259982,0.656910002,0.723969996,0.788950026,0.831669986,0.896570027,0.937839985,0.963720024,0.985960007,0.975809991,0.954949975,0.955060005,0.954280019,0.95389998,0.95243001,0.968270004,0.957790017,0.948029995,0.946200013,0.950969994,0.961130023,0.970059991,0.985629976,0.983299971,0.979480028,0.986450016,0.981270015,0.989380002,,,,,,,,,0.999989986,,1.013659954,1.020670056,0.992259979,1.008870006,1.024090052,1.026520014,1.013370037,0.965409994,
United Arab Emirates,ARE,"Compulsory education, duration (years)",SE.COM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
United Arab Emirates,ARE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,,,,,,,,,,,,,53.51488113,,,,,,,,,,71.23529816,,,,,,,,,,,,,,,,,,,,90.03385162,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,58.3861084,,,,,,,,,,72.27427673,,,,,,,,,,,,,,,,,,,,89.48210144,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,38.1248703,,,,,,,,,,68.66127777,,,,,,,,,,,,,,,,,,,,91.4747467,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,63.04761124,,,,,,,,,,82.47264099,,,,,,,,,,,,,,,,,,,,95.00644684,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,,,,,,,,,,,,,,,,65.51174164,,,,,,,,,,81.01383209,,,,,,,,,,,,,,,,,,,,93.62515259,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,,,,,,,,,,,,,,,,0.859040022,,,,,,,,,,1.04321003,,,,,,,,,,,,,,,,,,,,1.036059976,,,,,,,,,,,,
United Arab Emirates,ARE,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,56.27696991,,,,,,,,,,84.51428986,,,,,,,,,,,,,,,,,,,,97.0017395,,,,,,,,,,,,
United Arab Emirates,ARE,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6
United Arab Emirates,ARE,"Time to export, border compliance (hours)",IC.EXP.TMBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,27,27
United Arab Emirates,ARE,Time to export (days),IC.EXP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,8,7,7,7,7,7,,,
United Arab Emirates,ARE,Documents to export (number),IC.EXP.DOCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,3,3,3,3,3,,,
United Arab Emirates,ARE,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,178,178,178
United Arab Emirates,ARE,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,462,462,462
United Arab Emirates,ARE,Cost to export (US$ per container),IC.EXP.COST.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,462,462,618,593,521,630,630,655,665,,,
United Arab Emirates,ARE,Time required to get electricity (days),IC.ELC.TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,55,40,35,35,32,28,10
United Arab Emirates,ARE,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Power outages in firms in a typical month (number),IC.ELC.OUTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Delay in obtaining an electrical connection (days),IC.ELC.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Average time to clear exports through customs (days),IC.CUS.DURS.EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.5,1.7,1.4,6.5,7.3,8.4,9,5.9,5.8,6.8,7.7,8.9,8.8
United Arab Emirates,ARE,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7.7,12.6,17.7,29.2,31.7,27,28.3,38.4,53.8,54.5
United Arab Emirates,ARE,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,8
United Arab Emirates,ARE,New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10434,11971,9510,8371,10288,14753,16469,18711,21814,20153,20597,
United Arab Emirates,ARE,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.60302599,18.54949689,17.61300954,16.05808513,16.41460178,19.02930285,20.33238101,22.3805958,24.72864771,27.70167494,29.69374358,
United Arab Emirates,ARE,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
United Arab Emirates,ARE,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,6,10,10,10,10
United Arab Emirates,ARE,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.98,76.86,78.73
United Arab Emirates,ARE,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673
United Arab Emirates,ARE,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.643
United Arab Emirates,ARE,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659
United Arab Emirates,ARE,Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35509059,22.52922986,25.5598583,23.84963299,21.10202022,21.20418513,
United Arab Emirates,ARE,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11345758359,13167132156,14688035175,13754194439,11902519750,12417125543,
United Arab Emirates,ARE,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.053873636,6.548788474,6.200060621,,,,,,,,,,,,4.125500166,4.248407455,4.011059416,3.89528185,4.288508106,4.465958119,
United Arab Emirates,ARE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17521000000,18200000000,19228000000,,,,,,,,,,,,53129057490,58444661620,57465244938,57670465806,56404645750,58559786520,
United Arab Emirates,ARE,Other expense (% of expense),GC.XPN.OTHR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.10366995,17.22941054,12.98275472,12.49131932,5.444508789,4.652500665,
United Arab Emirates,ARE,Other expense (current LCU),GC.XPN.OTHR.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9618309218,10069670691,7460571801,7203802039,3070955895,2724494457,
